item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12
jamaican chicken melt,,,,,,,,,,,
fried chicken strips,,,,,,,,,,,
fried chicken strips,,,,,,,,,,,
margherita pizza,,,,,,,,,,,
chilli cheese garlic bread,angara paneer melt,herbed potato,,,,,,,,,
bellpepper onion pizza,fried chicken strips,indian masala fries,peri peri fries,,,,,,,,
jamaican chicken melt,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
peri peri paneer melt,peri peri fries,mushroom mozzarella melt,chilli cheese garlic bread,,,,,,,,
makhani paneer pizza,tipsy tiger fresh lime soda,iced green tea - mojito,,,,,,,,,
chilli cheese garlic bread,,,,,,,,,,,
peri peri fries,,,,,,,,,,,
margherita pizza,,,,,,,,,,,
makhani paneer pizza,cheesy garlic bread,,,,,,,,,,
chilli cheese garlic bread,,,,,,,,,,,
tripple cheese pizza,,,,,,,,,,,
bageecha pizza,peri peri fries,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
cheesy garlic bread,,,,,,,,,,,
peri peri paneer pizza,,,,,,,,,,,
masala paneer pide,,,,,,,,,,,
murgh amritsari seekh pide,fried chicken strips,,,,,,,,,,
bageecha pizza,salted fries,,,,,,,,,,
bageecha pizza,cheesy garlic bread,masala omelette pide,,,,,,,,,
peri peri fries,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
herbed potato,murgh amritsari garlic bread,,,,,,,,,,
bageecha pizza,chilli cheese garlic bread,,,,,,,,,,
peri peri grilled chicken pizza,peri peri fries,chicken pepperoni pizza,,,,,,,,,
all about chicken pizza,fried chicken strips,,,,,,,,,,
jamaican chicken melt,murgh amritsari seekh melt,,,,,,,,,,
margherita pizza,bageecha pizza,,,,,,,,,,
chilli cheese garlic bread,makhani paneer pizza,,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
murgh amritsari garlic bread,mutton seekh pide,murgh amritsari seekh pizza,,,,,,,,,
spinach sumac pide,murgh amritsari seekh pizza,,,,,,,,,,
cheesy garlic bread,,,,,,,,,,,
makhani paneer pizza,,,,,,,,,,,
chicken pepperoni pizza,murgh amritsari seekh pizza,,,,,,,,,,
chicken pepperoni pizza,,,,,,,,,,,
jamaican chicken melt,murgh amritsari garlic bread,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
murgh amritsari seekh pide,herbed potato,,,,,,,,,,
chicken 65 boneless grilled chicken breast,,,,,,,,,,,
chicken 65 boneless grilled chicken breast,,,,,,,,,,,
mutton seekh pide,jamaican chicken melt,,,,,,,,,,
peri peri paneer pizza,,,,,,,,,,,
chilli cheese garlic bread,all about chicken pizza,,,,,,,,,,
peri peri paneer pizza,masala paneer pide,,,,,,,,,,
masala paneer pide,,,,,,,,,,,
bellpepper onion pizza,tripple cheese pizza,,,,,,,,,,
murgh amritsari seekh pizza,desi chicken pepperoni pizza,,,,,,,,,,
masala paneer pide,peri peri paneer pizza,,,,,,,,,,
masala paneer pide,spinach sumac pide,,,,,,,,,,
bageecha pizza,mushroom pizza,,,,,,,,,,
tripple cheese pizza,makhani paneer pizza,,,,,,,,,,
margherita pizza,og cheese pide,,,,,,,,,,
mushroom mozzarella melt,margherita pizza,,,,,,,,,,
chicken pepperoni pizza,tripple cheese pizza,,,,,,,,,,
chilli cheese garlic bread,masala paneer pide,,,,,,,,,,
murgh amritsari seekh pide,mutton seekh pide,,,,,,,,,,
murgh amritsari seekh pizza,peri peri paneer pizza,,,,,,,,,,
peri peri paneer pizza,angara paneer melt,all about chicken pizza,murgh amritsari seekh melt,,,,,,,,
peri peri grilled chicken pizza,just pepperoni pizza,,,,,,,,,,
peri peri grilled chicken pizza,chicken pepperoni pizza,,,,,,,,,,
murgh amritsari seekh melt,just pepperoni pizza,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
bageecha pizza,cheesy garlic bread,spinach sumac pide,,,,,,,,,
tripple cheese pizza,,,,,,,,,,,
masala potato pide,,,,,,,,,,,
margherita pizza,,,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
murgh amritsari seekh pizza,,,,,,,,,,,
tripple cheese pizza,,,,,,,,,,,
jamaican chicken melt,masala omelette pide,,,,,,,,,,
jamaican chicken melt,murgh amritsari seekh melt,,,,,,,,,,
murgh amritsari garlic bread,,,,,,,,,,,
margherita pizza,,,,,,,,,,,
chilli cheese garlic bread,bageecha pizza,herbed potato,mushroom pizza,,,,,,,,
chilli cheese garlic bread,,,,,,,,,,,
herbed potato,,,,,,,,,,,
bageecha pizza,chicken pepperoni pizza,murgh amritsari seekh pizza,mushroom mozzarella melt,,,,,,,,
mushroom mozzarella melt,,,,,,,,,,,
murgh amritsari seekh melt,jamaican chicken melt,,,,,,,,,,
bageecha pizza,chilli cheese garlic bread,,,,,,,,,,
chicken pepperoni pizza,murgh amritsari seekh melt,,,,,,,,,,
mushroom pizza,tripple cheese pizza,,,,,,,,,,
tripple cheese pizza,bageecha pizza,,,,,,,,,,
masala paneer pide,og cheese pide,,,,,,,,,,
all about chicken pizza,murgh amritsari seekh pizza,,,,,,,,,,
just pepperoni pide,,,,,,,,,,,
murgh amritsari seekh pizza,chilli cheese garlic bread,bageecha pizza,,,,,,,,,
tripple cheese pizza,angara paneer melt,,,,,,,,,,
angara paneer melt,murgh amritsari seekh pide,,,,,,,,,,
mutton seekh pizza,indian pico de-gallo,tripple cheese pizza,,,,,,,,,
murgh amritsari garlic bread,chicken pepperoni pizza,,,,,,,,,,
angara paneer melt,mushroom mozzarella melt,,,,,,,,,,
peri peri grilled chicken pizza,desi pepperoni pizza,,,,,,,,,,
mushroom pizza,bellpepper onion pizza,bageecha pizza,,,,,,,,,
indian masala fries,og cheese pide,,,,,,,,,,
pepperoni garlic bread,murgh amritsari garlic bread,,,,,,,,,,
tripple cheese pizza,all about chicken pizza,,,,,,,,,,
all about chicken pizza,desi pepperoni pizza,,,,,,,,,,
peri peri grilled chicken pizza,desi chicken pepperoni pizza,,,,,,,,,,
malai gud pide,peri peri paneer pizza,cheesy garlic bread,bageecha pizza,,,,,,,,
og cheese pide,,,,,,,,,,,
murgh amritsari garlic bread,,,,,,,,,,,
chilli cheese garlic bread,,,,,,,,,,,
jamaican chicken melt,chicken pepperoni pizza,,,,,,,,,,
bageecha pizza,tripple cheese pizza,,,,,,,,,,
angara paneer melt,,,,,,,,,,,
mushroom mozzarella melt,,,,,,,,,,,
mushroom pizza,murgh amritsari garlic bread,,,,,,,,,,
chilli cheese garlic bread,angara paneer melt,,,,,,,,,,
murgh amritsari seekh melt,fried chicken strips,,,,,,,,,,
animal fries,bone in jamaican grilled chicken,,,,,,,,,,
grilled chicken angara tender,grilled chicken peri peri tender,aac special slaw,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
fried chicken peri peri tenders + peri peri fries,fried chicken classic tenders + aac signature fries,,,,,,,,,,
animal fries,bone in peri peri grilled chicken,,,,,,,,,,
grilled chicken peri peri tender,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
salted fries,fried chicken peri peri tenders + peri peri fries,bone in jamaican grilled chicken,,,,,,,,,
fried chicken angara tender,,,,,,,,,,,
animal fries,angara aloo tuk tuki,,,,,,,,,,
grilled chicken jamaican tangdi,bone in smoky bbq grilled chicken,grilled chicken angara tangdi,,,,,,,,,
bone in jamaican grilled chicken,aac signature crisper fries,bone in peri peri grilled chicken,fried chicken ghostbuster tender,,,,,,,,
bone in peri peri grilled chicken,angara aloo tuk tuki,iced green tea - mojito,animal fries,,,,,,,,
grilled chicken angara tender,aac special slaw,,,,,,,,,,
bone in smoky bbq grilled chicken,grilled chicken angara tangdi,,,,,,,,,,
bone in smoky bbq grilled chicken,bone in jamaican grilled chicken,,,,,,,,,,
grilled chicken peri peri tender,,,,,,,,,,,
grilled chicken angara tangdi,,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
fried chicken angara tender,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
fried chicken ghostbuster tender,fried chicken classic tender,,,,,,,,,,
bone in kabuli grilled chicken,,,,,,,,,,,
grilled chicken peri peri tender,bone in kabuli grilled chicken,,,,,,,,,,
bone in smoky bbq grilled chicken,,,,,,,,,,,
bone in jamaican grilled chicken,bone in peri peri grilled chicken,bone in angara grilled chicken,onion bombs,grilled chicken smoky bbq tender,bone in kabuli grilled chicken,aac special slaw,fried chicken classic tender,,,,
bone in peri peri grilled chicken,,,,,,,,,,,
grilled chicken peri peri tender,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
angara rice,bone in peri peri grilled chicken,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
bone in angara grilled chicken,,,,,,,,,,,
angara aloo tuk tuki,fried chicken angara tender,,,,,,,,,,
bone in kabuli grilled chicken,bone in jamaican grilled chicken,bone in angara grilled chicken,,,,,,,,,
animal fries,grilled chicken jamaican tender,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
grilled chicken jamaican tangdi,,,,,,,,,,,
fried chicken peri peri tender,bone in angara grilled chicken,,,,,,,,,,
bone in smoky bbq grilled chicken,,,,,,,,,,,
bone in kabuli grilled chicken,harisa mayo,,,,,,,,,,
bone in smoky bbq grilled chicken,,,,,,,,,,,
fried chicken angara tender,bone in jamaican grilled chicken,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
bone in jamaican grilled chicken,bone in smoky bbq grilled chicken,,,,,,,,,,
fried chicken angara tender,,,,,,,,,,,
bone in smoky bbq grilled chicken,,,,,,,,,,,
bone in peri peri grilled chicken,aac saucy fries,,,,,,,,,,
bone in jamaican grilled chicken,aac signature fries,,,,,,,,,,
bone in peri peri grilled chicken,,,,,,,,,,,
grilled chicken jamaican tender,fried chicken peri peri tender,,,,,,,,,,
fried chicken classic tender,,,,,,,,,,,
grilled chicken angara tender,,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
bone in jamaican grilled chicken quarter + angara rice,,,,,,,,,,,
bone in smoky bbq grilled chicken,,,,,,,,,,,
bone in smoky bbq grilled chicken,salted fries,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
animal fries,,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
animal fries,,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
bone in smoky bbq grilled chicken,fried chicken peri peri tender,peri peri fries,,,,,,,,,
fried chicken kabuli tender,bone in smoky bbq grilled chicken,fried chicken ghostbuster tender,,,,,,,,,
aac signature fries,bone in smoky bbq grilled chicken,,,,,,,,,,
grilled chicken jamaican tangdi,grilled chicken jamaican tender,bone in jamaican grilled chicken,,,,,,,,,
animal fries,,,,,,,,,,,
bone in kabuli grilled chicken,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
animal fries,,,,,,,,,,,
grilled chicken peri peri tender,,,,,,,,,,,
bone in peri peri grilled chicken,grilled chicken ghostbuster tangdi,bone in jamaican grilled chicken,,,,,,,,,
grilled chicken angara tenders + salted fries,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
garlic aioli,bone in smoky bbq grilled chicken,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
bone in angara grilled chicken,bone in jamaican grilled chicken,,,,,,,,,,
angara aloo tuk tuki,bone in kabuli grilled chicken,,,,,,,,,,
bone in peri peri grilled chicken,,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
fried chicken classic tender,,,,,,,,,,,
grilled chicken smoky bbq tender,aac saucy fries,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
aac signature crisper fries,,,,,,,,,,,
salted crisper fries,aac grilled chicken burger,,,,,,,,,,
bone in angara grilled chicken,bone in kabuli grilled chicken,,,,,,,,,,
bone in peri peri grilled chicken,bone in angara grilled chicken,,,,,,,,,,
bone in peri peri grilled chicken,,,,,,,,,,,
fried chicken kabuli tender,fried chicken peri peri tender,,,,,,,,,,
angara grilled paneer (8 pcs),bone in jamaican grilled chicken,,,,,,,,,,
aac grilled paneer burger,peri peri fries,aac grilled chicken burger,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
fried chicken angara tender,animal fries,,,,,,,,,,
fried chicken classic tender,bone in jamaican grilled chicken,,,,,,,,,,
bone in peri peri grilled chicken,bone in jamaican grilled chicken,,,,,,,,,,
bone in angara grilled chicken,bone in smoky bbq grilled chicken,,,,,,,,,,
grilled chicken peri peri tangdi,,,,,,,,,,,
animal fries,fried chicken peri peri tender,,,,,,,,,,
bone in smoky bbq grilled chicken,angara rice,bone in kabuli grilled chicken,,,,,,,,,
bone in peri peri grilled chicken,,,,,,,,,,,
grilled chicken jamaican tender,grilled chicken angara tender,,,,,,,,,,
bone in angara grilled chicken,,,,,,,,,,,
bone in peri peri grilled chicken,bone in angara grilled chicken,,,,,,,,,,
fried chicken ghostbuster tender,fried chicken peri peri tender,,,,,,,,,,
grilled chicken peri peri tender,animal fries,,,,,,,,,,
bone in kabuli grilled chicken,,,,,,,,,,,
fried chicken peri peri tender,fried chicken classic tender,,,,,,,,,,
bone in peri peri grilled chicken,,,,,,,,,,,
bone in smoky bbq grilled chicken,,,,,,,,,,,
aac fried paneer burger,animal fries,,,,,,,,,,
bone in smoky bbq grilled chicken,bone in kabuli grilled chicken,,,,,,,,,,
bone in jamaican grilled chicken,fried chicken peri peri tender,,,,,,,,,,
bone in jamaican grilled chicken,animal fries,,,,,,,,,,
bone in angara grilled chicken,,,,,,,,,,,
garlic aioli,aac special slaw,bone in peri peri grilled chicken,,,,,,,,,
fried chicken angara tender,fried chicken peri peri tender,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
animal fries,,,,,,,,,,,
fried chicken classic tender,,,,,,,,,,,
bone in jamaican grilled chicken,bone in angara grilled chicken,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
animal fries,bone in jamaican grilled chicken,,,,,,,,,,
grilled chicken peri peri tender,,,,,,,,,,,
bone in angara grilled chicken,,,,,,,,,,,
fried chicken angara tender,,,,,,,,,,,
animal fries,,,,,,,,,,,
grilled chicken peri peri tender,angara grilled paneer (8 pcs),,,,,,,,,,
fried chicken angara tender,,,,,,,,,,,
bone in kabuli grilled chicken,,,,,,,,,,,
angara grilled paneer (8 pcs),grilled chicken angara tender,bone in jamaican grilled chicken,angara rice,,,,,,,,
fried chicken angara tender,onion rings,fried chicken peri peri tender,,,,,,,,,
bone in jamaican grilled chicken,smoky bbq sauce,fried chicken classic tender,garlic aioli,fried chicken classic tender,onion rings,,,,,,
bone in angara grilled chicken,,,,,,,,,,,
grilled chicken smoky bbq tender,grilled chicken jamaican tender,mayonnaise,,,,,,,,,
fried chicken peri peri tender,harisa mayo,,,,,,,,,,
bone in smoky bbq grilled chicken,fried chicken peri peri tender,,,,,,,,,,
bone in kabuli grilled chicken,bone in jamaican grilled chicken,,,,,,,,,,
aac grilled chicken burger,salted crisper fries,,,,,,,,,,
bone in jamaican grilled chicken,grilled chicken angara tender,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
fried chicken angara tender,fried chicken kabuli tender,,,,,,,,,,
fried chicken peri peri tender,animal fries,,,,,,,,,,
bone in angara grilled chicken,,,,,,,,,,,
grilled chicken jamaican tangdi,grilled chicken peri peri tangdi,,,,,,,,,,
grilled chicken jamaican tender,fried chicken angara tender,,,,,,,,,,
grilled chicken jamaican tender,,,,,,,,,,,
bone in smoky bbq grilled chicken,bone in jamaican grilled chicken quarter + angara rice,,,,,,,,,,
bone in peri peri grilled chicken,bone in angara grilled chicken,,,,,,,,,,
bone in kabuli grilled chicken,grilled chicken smoky bbq tangdi,,,,,,,,,,
grilled chicken jamaican tangdi,,,,,,,,,,,
aac signature crisper fries,,,,,,,,,,,
fried chicken angara tender,animal fries,,,,,,,,,,
bone in kabuli grilled chicken,,,,,,,,,,,
bone in kabuli grilled chicken,bone in smoky bbq grilled chicken,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
grilled chicken jamaican tender,grilled chicken smoky bbq tender,fried chicken peri peri tender,,,,,,,,,
bone in peri peri grilled chicken,bone in kabuli grilled chicken,,,,,,,,,,
bone in jamaican grilled chicken quarter + angara rice,bone in angara grilled chicken,,,,,,,,,,
bone in jamaican grilled chicken quarter + angara rice,bone in angara grilled chicken,grilled chicken angara tenders + salted fries,bone in jamaican grilled chicken,,,,,,,,
bone in jamaican grilled chicken,bone in smoky bbq grilled chicken,,,,,,,,,,
angara rice,bone in smoky bbq grilled chicken,,,,,,,,,,
bone in jamaican grilled chicken,bone in smoky bbq grilled chicken,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
grilled chicken peri peri tangdi,,,,,,,,,,,
fried chicken peri peri tender,grilled chicken jamaican tender,,,,,,,,,,
grilled chicken tangdi jamaican + salted krispers,,,,,,,,,,,
animal fries,,,,,,,,,,,
grilled chicken jamaican tender,tipsy tiger ginger ale,grilled chicken angara tender,salted fries,grilled chicken peri peri tender,tipsy tiger fresh lime soda,,,,,,
grilled chicken angara tender,,,,,,,,,,,
fried chicken classic tender,,,,,,,,,,,
bone in jamaican grilled chicken,bone in peri peri grilled chicken,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
animal fries,,,,,,,,,,,
grilled chicken jamaican tender,,,,,,,,,,,
fried chicken classic tender,,,,,,,,,,,
grilled chicken peri peri tender,bone in jamaican grilled chicken,,,,,,,,,,
bone in jamaican grilled chicken,bone in angara grilled chicken,,,,,,,,,,
aac signature crisper fries,bone in jamaican grilled chicken,,,,,,,,,,
bone in kabuli grilled chicken,onion bombs,aac signature fries,,,,,,,,,
grilled chicken angara tangdi,grilled chicken peri peri tangdi,bone in smoky bbq grilled chicken,,,,,,,,,
grilled chicken jamaican tangdi,fried chicken angara tender,aac special slaw,,,,,,,,,
grilled chicken smoky bbq tangdi,salted crisper fries,aac special slaw,,,,,,,,,
grilled chicken jamaican tender,aac signature crisper fries,grilled chicken peri peri tender,grilled chicken smoky bbq tender,grilled chicken angara tender,,,,,,,
bone in kabuli grilled chicken,aac signature crisper fries,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
fried chicken angara tender,,,,,,,,,,,
salted fries,fried chicken kabuli tender,tipsy tiger ginger ale,fried chicken angara tender,,,,,,,,
ghostbuster sauce,bone in jamaican grilled chicken,,,,,,,,,,
tipsy tiger fresh lime soda,fried chicken angara tender,,,,,,,,,,
bone in jamaican grilled chicken,indian pico de-gallo,,,,,,,,,,
bone in peri peri grilled chicken,,,,,,,,,,,
animal fries,onion bombs,,,,,,,,,,
aac signature fries,bone in jamaican grilled chicken,,,,,,,,,,
fried chicken peri peri tender,fried chicken peri peri tender,,,,,,,,,,
grilled chicken peri peri tender,grilled chicken ghostbuster tangdi,grilled chicken smoky bbq tender,,,,,,,,,
ghostbuster sauce,animal fries,jamaican sauce,bone in jamaican grilled chicken,fried chicken peri peri tender,,,,,,,
bone in smoky bbq grilled chicken,bone in jamaican grilled chicken,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
fried chicken ghostbuster tender,grilled chicken jamaican tender,,,,,,,,,,
bone in jamaican grilled chicken,salted fries,,,,,,,,,,
bone in peri peri grilled chicken,bone in smoky bbq grilled chicken,,,,,,,,,,
fried chicken peri peri tender,grilled chicken jamaican tender,angara aloo tuk tuki,,,,,,,,,
salted fries,bone in jamaican grilled chicken,,,,,,,,,,
grilled chicken jamaican tender,grilled chicken smoky bbq tender,,,,,,,,,,
grilled chicken angara tender,,,,,,,,,,,
bone in peri peri grilled chicken,,,,,,,,,,,
grilled chicken smoky bbq tangdi,grilled chicken smoky bbq tender,,,,,,,,,,
fried chicken peri peri tender,grilled chicken jamaican tender,,,,,,,,,,
grilled chicken smoky bbq tender,,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
peri peri fries,fried chicken classic tender,fried chicken angara tender,,,,,,,,,
bone in smoky bbq grilled chicken,,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
grilled chicken jamaican tender,bone in smoky bbq grilled chicken,,,,,,,,,,
smoky bbq sauce,fried chicken peri peri tender,fried chicken angara tender,,,,,,,,,
peri peri fries,,,,,,,,,,,
bone in kabuli grilled chicken,,,,,,,,,,,
peri peri fries,grilled chicken jamaican tangdi,,,,,,,,,,
bone in angara grilled chicken,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
grilled chicken smoky bbq tangdi,,,,,,,,,,,
animal fries,,,,,,,,,,,
fried chicken classic tender,,,,,,,,,,,
bone in jamaican grilled chicken,bone in peri peri grilled chicken,,,,,,,,,,
garlic aioli,grilled chicken ghostbuster tangdi,aac signature fries,jamaican sauce,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
salted crisper fries,grilled chicken jamaican tender,,,,,,,,,,
grilled chicken jamaican tender,grilled chicken smoky bbq tender,,,,,,,,,,
grilled chicken peri peri tender,,,,,,,,,,,
bone in peri peri grilled chicken,,,,,,,,,,,
grilled chicken smoky bbq tender,,,,,,,,,,,
garlic aioli,animal fries,harisa mayo,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
grilled chicken angara tender,grilled chicken smoky bbq tender,salted fries,,,,,,,,,
bone in smoky bbq grilled chicken,,,,,,,,,,,
aac signature fries,bone in jamaican grilled chicken,,,,,,,,,,
